step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
12,kp,27,efermi,0.8593064191622722,0.27528927027690014,5384,0.8593064191622722,,,
12,kp,27,final_energy,0.41904171608323326,0.590935284138115,5386,0.41904171608323326,,,
12,kp,27,total_magnetization,0.39515505159131903,0.6316554270037945,5386,0.39515505159131903,,,
12,kp,27,volume,0.2683089362859826,0.6995346342662365,5386,0.2683089362859826,,,
12,kp,27,dielectric_total,0.5800368219062917,0.48986767430314826,815,0.5800368219062917,,,
12,kp,27,dielectric_ionic,0.4305713713159107,0.6154331016141453,815,0.4305713713159107,,,
12,kp,27,dielectric_electronic,0.6961374602117902,0.30892760558749455,815,0.6961374602117902,,,
12,kp,27,magnetization,0.4968602901794882,0.5234412031645841,244,0.4968602901794882,,,
12,kp,27,curie,0.5174990465948476,0.47980722326090364,1424,0.5174990465948476,,,
12,kp,27,neel,0.38621181232769686,0.5713326852650076,857,0.38621181232769686,,,
12,kp,27,kp,0.5457880407468367,0.4939812150812658,1045,0.5457880407468367,,,
13,magnetic_susceptibility,25,density,0.9610618804491653,0.1486822143747244,5386,0.9610618804491653,,,
13,magnetic_susceptibility,25,efermi,0.8591419073624462,0.2754447251961093,5384,0.8591419073624462,,,
13,magnetic_susceptibility,25,final_energy,0.3989906214686416,0.5992007507392998,5386,0.3989906214686416,,,
13,magnetic_susceptibility,25,total_magnetization,0.4871838893266809,0.5361692554651128,5386,0.4871838893266809,,,
13,magnetic_susceptibility,25,volume,0.3039693506739386,0.6960803675183902,5386,0.3039693506739386,,,
13,magnetic_susceptibility,25,dielectric_total,0.5555569325368366,0.502337245758791,815,0.5555569325368366,,,
13,magnetic_susceptibility,25,dielectric_ionic,0.4210930507907673,0.590523430344474,815,0.4210930507907673,,,
13,magnetic_susceptibility,25,dielectric_electronic,0.752045304135397,0.28768848564537336,815,0.752045304135397,,,
13,magnetic_susceptibility,25,magnetization,0.5343997556664815,0.5154719121648434,244,0.5343997556664815,,,
13,magnetic_susceptibility,25,curie,0.521798811959101,0.5088793066226607,1424,0.521798811959101,,,
13,magnetic_susceptibility,25,neel,0.4864157264952801,0.5526879124308001,857,0.4864157264952801,,,
13,magnetic_susceptibility,25,kp,0.4452755032788529,0.5517708581463234,1045,0.4452755032788529,,,
13,magnetic_susceptibility,25,magnetic_susceptibility,0.1405824200135415,0.45232115223981856,20,0.1405824200135415,6000.0,,
14,zt,42,density,0.9647530646069551,0.14110312285234078,5386,0.9647530646069551,,,
14,zt,42,efermi,0.8636401604365989,0.2689465221839477,5384,0.8636401604365989,,,
14,zt,42,final_energy,0.41860182832403015,0.5625629531537621,5386,0.41860182832403015,,,
14,zt,42,total_magnetization,0.49829413097171504,0.48236642083758485,5386,0.49829413097171504,,,
14,zt,42,volume,0.3144495401544719,0.6795957100419712,5386,0.3144495401544719,,,
14,zt,42,dielectric_total,0.5291823750110038,0.48525253621778036,815,0.5291823750110038,,,
14,zt,42,dielectric_ionic,0.43444264839512836,0.5604069590321915,815,0.43444264839512836,,,
14,zt,42,dielectric_electronic,0.7545569507423643,0.2777529356228116,815,0.7545569507423643,,,
14,zt,42,magnetization,0.5563071790643465,0.4987851280126373,244,0.5563071790643465,,,
14,zt,42,curie,0.5675169170419394,0.4512883342396244,1424,0.5675169170419394,,,
14,zt,42,neel,0.4661088270721697,0.5316880013541845,857,0.4661088270721697,,,
14,zt,42,kp,0.3858259938644345,0.5728064540687298,1045,0.3858259938644345,,,
14,zt,42,magnetic_susceptibility,-0.14534344032622548,0.479392955468286,20,-0.14534344032622548,6000.0,,
14,zt,42,zt,0.6238344777545123,0.45717581751848857,774,0.6238344777545123,232200.0,,
15,power_factor,26,density,0.9626481177199635,0.14522534300232653,5386,0.9626481177199635,,,
15,power_factor,26,efermi,0.8559317608166543,0.2796318067481164,5384,0.8559317608166543,,,
15,power_factor,26,final_energy,0.419550902523382,0.5517012765447635,5386,0.419550902523382,,,
15,power_factor,26,total_magnetization,0.4958616884251762,0.5138714354174478,5386,0.4958616884251762,,,
15,power_factor,26,volume,0.32695713052007236,0.6790864517323545,5386,0.32695713052007236,,,
15,power_factor,26,dielectric_total,0.5629646434053451,0.4864601227860046,815,0.5629646434053451,,,
15,power_factor,26,dielectric_ionic,0.4803748638934021,0.560122431016441,815,0.4803748638934021,,,
15,power_factor,26,dielectric_electronic,0.767759152130042,0.2873544481162935,815,0.767759152130042,,,
15,power_factor,26,magnetization,0.5474515389634927,0.4987204793727153,244,0.5474515389634927,,,
15,power_factor,26,curie,0.5345865831977552,0.5099883874774623,1424,0.5345865831977552,,,
15,power_factor,26,neel,0.452208432890576,0.5347197126409252,857,0.452208432890576,,,
15,power_factor,26,kp,0.31030502407659544,0.5914190789668115,1045,0.31030502407659544,,,
15,power_factor,26,magnetic_susceptibility,-0.07786806004169922,0.39609771396141286,20,-0.07786806004169922,6000.0,,
15,power_factor,26,zt,0.44531826016218856,0.5718291442961163,774,0.44531826016218856,232200.0,,
15,power_factor,26,power_factor,0.5970287080476955,0.46874426784211065,802,0.5970287080476955,240600.0,,
16,thermal_conductivity,35,density,0.9633693592175693,0.14331761756983605,5386,0.9633693592175693,,,
16,thermal_conductivity,35,efermi,0.8563304738140745,0.27686856629708967,5384,0.8563304738140745,,,
16,thermal_conductivity,35,final_energy,0.4233865648747701,0.5502870227502941,5386,0.4233865648747701,,,
16,thermal_conductivity,35,total_magnetization,0.4602593053888048,0.5296922365400284,5386,0.4602593053888048,,,
16,thermal_conductivity,35,volume,0.3450959159321414,0.6639582904978709,5386,0.3450959159321414,,,
16,thermal_conductivity,35,dielectric_total,0.5348279621374334,0.4964247246283393,815,0.5348279621374334,,,
16,thermal_conductivity,35,dielectric_ionic,0.4424568012886748,0.5665728432990531,815,0.4424568012886748,,,
16,thermal_conductivity,35,dielectric_electronic,0.7735369292533174,0.2750411466394201,815,0.7735369292533174,,,
16,thermal_conductivity,35,magnetization,0.4840435680684244,0.5153419769913126,244,0.4840435680684244,,,
16,thermal_conductivity,35,curie,0.5880691504775627,0.4439634108284402,1424,0.5880691504775627,,,
16,thermal_conductivity,35,neel,0.5156426907337788,0.5288350085955131,857,0.5156426907337788,,,
16,thermal_conductivity,35,kp,0.3963689524379297,0.5725140918521993,1045,0.3963689524379297,,,
16,thermal_conductivity,35,magnetic_susceptibility,-0.07026245110513019,0.3885337028676003,20,-0.07026245110513019,6000.0,,
16,thermal_conductivity,35,zt,0.46537247763899103,0.5526156041848508,774,0.46537247763899103,232200.0,,
16,thermal_conductivity,35,power_factor,0.4514771945312932,0.5942478991607358,802,0.4514771945312932,240600.0,,
16,thermal_conductivity,35,thermal_conductivity,0.5802969790549246,0.44506009726263923,937,0.5802969790549246,281100.0,,
17,electrical_resistivity,51,density,0.9659550650518218,0.13736611279142436,5386,0.9659550650518218,,,
17,electrical_resistivity,51,efermi,0.8635444350943301,0.26695042956831794,5384,0.8635444350943301,,,
17,electrical_resistivity,51,final_energy,0.4460641514504775,0.56292203370071,5386,0.4460641514504775,,,
17,electrical_resistivity,51,total_magnetization,0.5324015172796513,0.43607008305078826,5386,0.5324015172796513,,,
17,electrical_resistivity,51,volume,0.3433943313293474,0.6594220546705966,5386,0.3433943313293474,,,
17,electrical_resistivity,51,dielectric_total,0.5344229170747417,0.5068832663962777,815,0.5344229170747417,,,
17,electrical_resistivity,51,dielectric_ionic,0.41693696028373417,0.5758143941972574,815,0.41693696028373417,,,
17,electrical_resistivity,51,dielectric_electronic,0.7705870848530403,0.2767667523689427,815,0.7705870848530403,,,
17,electrical_resistivity,51,magnetization,0.4574968237121497,0.5286267739399232,244,0.4574968237121497,,,
17,electrical_resistivity,51,curie,0.5802503722320909,0.4547894962173541,1424,0.5802503722320909,,,
17,electrical_resistivity,51,neel,0.5088507360695422,0.512241853325352,857,0.5088507360695422,,,
17,electrical_resistivity,51,kp,0.4335671437771049,0.541875628446491,1045,0.4335671437771049,,,
17,electrical_resistivity,51,magnetic_susceptibility,-0.04648101608115507,0.36896242141864855,20,-0.04648101608115507,6000.0,,
17,electrical_resistivity,51,zt,0.42920727191942887,0.5680021395281509,774,0.42920727191942887,232200.0,,
17,electrical_resistivity,51,power_factor,0.4588015390573331,0.5841998599462171,802,0.4588015390573331,240600.0,,
17,electrical_resistivity,51,thermal_conductivity,0.5209601372667041,0.5140724450714066,937,0.5209601372667041,281100.0,,
17,electrical_resistivity,51,electrical_resistivity,0.13988982146910323,0.39730330904835304,1105,0.13988982146910323,331500.0,,
18,dos_density,34,density,0.9633979512256118,0.14292324881412669,5386,0.9633979512256118,,,
18,dos_density,34,efermi,0.8647753575885138,0.2667808708697934,5384,0.8647753575885138,,,
18,dos_density,34,final_energy,0.43818199384200374,0.5562907295915274,5386,0.43818199384200374,,,
18,dos_density,34,total_magnetization,0.5224604789176085,0.4574635255693837,5386,0.5224604789176085,,,
18,dos_density,34,volume,0.3075085014889468,0.6821106161915595,5386,0.3075085014889468,,,
18,dos_density,34,dielectric_total,0.47611950783189605,0.5239155496299043,815,0.47611950783189605,,,
18,dos_density,34,dielectric_ionic,0.41774692046381867,0.5665309996447623,815,0.41774692046381867,,,
18,dos_density,34,dielectric_electronic,0.7691374293696827,0.27971485729236983,815,0.7691374293696827,,,
18,dos_density,34,magnetization,0.46098300929561564,0.532368016586641,244,0.46098300929561564,,,
18,dos_density,34,curie,0.5799916867533144,0.4609374567778969,1424,0.5799916867533144,,,
18,dos_density,34,neel,0.46683497992039613,0.5251843023007031,857,0.46683497992039613,,,
18,dos_density,34,kp,0.2079449072515288,0.6392829333445663,1045,0.2079449072515288,,,
18,dos_density,34,magnetic_susceptibility,-0.12453132289431412,0.4136182379852204,20,-0.12453132289431412,6000.0,,
18,dos_density,34,zt,0.4911966828622113,0.5395471898586196,774,0.4911966828622113,232200.0,,
18,dos_density,34,power_factor,0.4482596684893355,0.5825894110916813,802,0.4482596684893355,240600.0,,
18,dos_density,34,thermal_conductivity,0.497845714518671,0.5330748370571305,937,0.497845714518671,281100.0,,
18,dos_density,34,electrical_resistivity,-0.011743005737271606,0.4507985860576194,1105,-0.011743005737271606,331500.0,,
18,dos_density,34,dos_density,0.493721394536364,0.12953415028350287,1714,0.493721394536364,514200.0,,
19,seebeck,19,density,0.963057543957132,0.14377576009618515,5386,0.963057543957132,,,
19,seebeck,19,efermi,0.8550414484064929,0.2788780929318708,5384,0.8550414484064929,,,
19,seebeck,19,final_energy,0.4196557683892683,0.552639351643253,5386,0.4196557683892683,,,
19,seebeck,19,total_magnetization,0.4053086495858319,0.5467065488670448,5386,0.4053086495858319,,,
19,seebeck,19,volume,0.3344059390843208,0.6670973111973181,5386,0.3344059390843208,,,
19,seebeck,19,dielectric_total,0.522297112938149,0.5085541749495289,815,0.522297112938149,,,
19,seebeck,19,dielectric_ionic,0.40346184949540365,0.5816980492354098,815,0.40346184949540365,,,
19,seebeck,19,dielectric_electronic,0.7564027222679811,0.2941112275183571,815,0.7564027222679811,,,
19,seebeck,19,magnetization,0.5314256092761304,0.5160166639347481,244,0.5314256092761304,,,
19,seebeck,19,curie,0.533178023015868,0.48894161706031747,1424,0.533178023015868,,,
19,seebeck,19,neel,0.5177360073415446,0.5129130403675212,857,0.5177360073415446,,,
19,seebeck,19,kp,0.3923092730674501,0.5645712950627031,1045,0.3923092730674501,,,
19,seebeck,19,magnetic_susceptibility,-0.10009105692222198,0.39685626288447784,20,-0.10009105692222198,6000.0,,
19,seebeck,19,zt,0.4336084603213448,0.5583295007821578,774,0.4336084603213448,232200.0,,
19,seebeck,19,power_factor,0.4586947841072889,0.5909111127112716,802,0.4586947841072889,240600.0,,
19,seebeck,19,thermal_conductivity,0.5067662208270808,0.5149281171999287,937,0.5067662208270808,281100.0,,
19,seebeck,19,electrical_resistivity,-0.028501968451184023,0.5445765526716188,1105,-0.028501968451184023,331500.0,,
19,seebeck,19,dos_density,0.4061046923835915,0.14190756101146323,1714,0.4061046923835915,514200.0,,
19,seebeck,19,seebeck,0.545114507426479,0.4658043942938808,1856,0.545114507426479,556800.0,,
20,formation_energy,28,density,0.9626524274133229,0.1463408822456907,5386,0.9626524274133229,,,
20,formation_energy,28,efermi,0.8591388948561196,0.27404936923251005,5384,0.8591388948561196,,,
20,formation_energy,28,final_energy,0.4398674757848724,0.5456659706683614,5386,0.4398674757848724,,,
20,formation_energy,28,total_magnetization,0.46926963403738686,0.5086017117436386,5386,0.46926963403738686,,,
20,formation_energy,28,volume,0.34142953823955213,0.6640476889526885,5386,0.34142953823955213,,,
20,formation_energy,28,dielectric_total,0.5208564686200843,0.5186086755183592,815,0.5208564686200843,,,
20,formation_energy,28,dielectric_ionic,0.4299898066284662,0.5728525444467601,815,0.4299898066284662,,,
20,formation_energy,28,dielectric_electronic,0.7715445620894432,0.2837196288020763,815,0.7715445620894432,,,
20,formation_energy,28,magnetization,0.5314305152797516,0.4942160375382486,244,0.5314305152797516,,,
20,formation_energy,28,curie,0.5784125449247712,0.45831467110230484,1424,0.5784125449247712,,,
20,formation_energy,28,neel,0.47209198947077147,0.524898844596145,857,0.47209198947077147,,,
20,formation_energy,28,kp,0.4266265492357445,0.545616810317512,1045,0.4266265492357445,,,
20,formation_energy,28,magnetic_susceptibility,-0.08002368489027978,0.36636898696436704,20,-0.08002368489027978,6000.0,,
20,formation_energy,28,zt,0.45835985872012164,0.545765176849153,774,0.45835985872012164,232200.0,,
20,formation_energy,28,power_factor,0.44882022743256955,0.5809359909143824,802,0.44882022743256955,240600.0,,
20,formation_energy,28,thermal_conductivity,0.5094875306113414,0.5070344977461775,937,0.5094875306113414,281100.0,,
20,formation_energy,28,electrical_resistivity,0.027461396281554196,0.4356841451953067,1105,0.027461396281554196,331500.0,,
20,formation_energy,28,dos_density,0.40043537487726144,0.14165882666337531,1714,0.40043537487726144,514200.0,,
20,formation_energy,28,seebeck,0.31538393892507965,0.6098377174044728,1856,0.31538393892507965,556800.0,,
20,formation_energy,28,formation_energy,0.9426816988794953,0.1818539174213747,5386,0.9426816988794953,,,
21,magnetic_moment,34,density,0.9638891262297096,0.14180316158978157,5386,0.9638891262297096,,,
21,magnetic_moment,34,efermi,0.8641279715685766,0.2697901978146324,5384,0.8641279715685766,,,
21,magnetic_moment,34,final_energy,0.42922410804203226,0.5417837093690593,5386,0.42922410804203226,,,
21,magnetic_moment,34,total_magnetization,0.5444462115104188,0.4424830459253723,5386,0.5444462115104188,,,
21,magnetic_moment,34,volume,0.3208777830732841,0.6766361852403648,5386,0.3208777830732841,,,
21,magnetic_moment,34,dielectric_total,0.547704861252946,0.4991716272531881,815,0.547704861252946,,,
21,magnetic_moment,34,dielectric_ionic,0.43614327698131583,0.5651109905000268,815,0.43614327698131583,,,
21,magnetic_moment,34,dielectric_electronic,0.7538652334866595,0.2861493972928263,815,0.7538652334866595,,,
21,magnetic_moment,34,magnetization,0.5510145622932475,0.5052604959592307,244,0.5510145622932475,,,
21,magnetic_moment,34,curie,0.6037590719192316,0.4467891738517157,1424,0.6037590719192316,,,
21,magnetic_moment,34,neel,0.5210604722574027,0.5015171271798214,857,0.5210604722574027,,,
21,magnetic_moment,34,kp,0.46615406334578335,0.5257468538057364,1045,0.46615406334578335,,,
21,magnetic_moment,34,magnetic_susceptibility,-0.06867149706921394,0.4284816319076064,20,-0.06867149706921394,6000.0,,
21,magnetic_moment,34,zt,0.4001950226586777,0.5729970840406621,774,0.4001950226586777,232200.0,,
21,magnetic_moment,34,power_factor,0.4715228967391375,0.5715629691409352,802,0.4715228967391375,240600.0,,
21,magnetic_moment,34,thermal_conductivity,0.46607963386712004,0.5296872656143954,937,0.46607963386712004,281100.0,,
21,magnetic_moment,34,electrical_resistivity,0.04010630992516595,0.3987099177823976,1105,0.04010630992516595,331500.0,,
21,magnetic_moment,34,dos_density,0.40060775916519853,0.1427660127485819,1714,0.40060775916519853,514200.0,,
21,magnetic_moment,34,seebeck,0.43817533384347596,0.5348480114597971,1856,0.43817533384347596,556800.0,,
21,magnetic_moment,34,formation_energy,0.9281527943011003,0.20363922209291752,5386,0.9281527943011003,,,
21,magnetic_moment,34,magnetic_moment,0.4179530963372541,0.6019173525925049,200,0.4179530963372541,,,
22,tc,28,density,0.9599126220509265,0.15142043436187624,5414,0.9599126220509265,,,
22,tc,28,efermi,0.8584555801837588,0.281549629399889,5412,0.8584555801837588,,,
22,tc,28,final_energy,0.4410748925553999,0.5608790762206347,5414,0.4410748925553999,,,
22,tc,28,total_magnetization,0.5172772217486878,0.4740062663515845,5414,0.5172772217486878,,,
22,tc,28,volume,0.3300264637065058,0.6732653218396483,5414,0.3300264637065058,,,
22,tc,28,dielectric_total,0.5612978981065709,0.4920839762234329,816,0.5612978981065709,,,
22,tc,28,dielectric_ionic,0.46581574434048034,0.5552957363100354,816,0.46581574434048034,,,
22,tc,28,dielectric_electronic,0.7701220622336874,0.27960348919579725,816,0.7701220622336874,,,
22,tc,28,magnetization,0.5601368821416222,0.49867965826899624,245,0.5601368821416222,,,
22,tc,28,curie,0.6087496178855134,0.45677975243227475,1431,0.6087496178855134,,,
22,tc,28,neel,0.5164678656352613,0.49912093364125015,867,0.5164678656352613,,,
22,tc,28,kp,0.432028232345796,0.5346203815201106,1054,0.432028232345796,,,
22,tc,28,magnetic_susceptibility,-0.12932190985868308,0.5433251648618933,20,-0.12932190985868308,6000.0,,
22,tc,28,zt,0.4919409794464006,0.5383502456259477,780,0.4919409794464006,234000.0,,
22,tc,28,power_factor,0.47901771875652077,0.5541686716918934,807,0.47901771875652077,242100.0,,
22,tc,28,thermal_conductivity,0.4854569211444073,0.5302956908348396,948,0.4854569211444073,284400.0,,
22,tc,28,electrical_resistivity,0.04364763000934835,0.44269366592910625,1120,0.04364763000934835,336000.0,,
22,tc,28,dos_density,0.4166734447697602,0.1414643067497709,1736,0.4166734447697602,520800.0,,
22,tc,28,seebeck,0.3718967490990943,0.523645692793279,1888,0.3718967490990943,566400.0,,
22,tc,28,formation_energy,0.9351589374056218,0.1882971994112713,5414,0.9351589374056218,,,
22,tc,28,magnetic_moment,0.3351434030337126,0.676763581980956,200,0.3351434030337126,,,
22,tc,28,tc,0.7280898711026358,0.3577254414182784,1640,0.7280898711026358,,,
23,klat,43,density,0.9637774906156799,0.14243954287113678,5414,0.9637774906156799,,,
23,klat,43,efermi,0.8697750307057006,0.2624504464856073,5412,0.8697750307057006,,,
23,klat,43,final_energy,0.41047798458012397,0.56044983419463,5414,0.41047798458012397,,,
23,klat,43,total_magnetization,0.5713074196011887,0.419185303830336,5414,0.5713074196011887,,,
23,klat,43,volume,0.3335316682412919,0.6633941249393889,5414,0.3335316682412919,,,
23,klat,43,dielectric_total,0.5806275633135103,0.4792784495786706,816,0.5806275633135103,,,
23,klat,43,dielectric_ionic,0.4324163691431927,0.5544953705040391,816,0.4324163691431927,,,
23,klat,43,dielectric_electronic,0.7888118399718185,0.2941280227736007,816,0.7888118399718185,,,
23,klat,43,magnetization,0.6038374369734378,0.45198227948096514,245,0.6038374369734378,,,
23,klat,43,curie,0.6033593143901941,0.44101360681123175,1431,0.6033593143901941,,,
23,klat,43,neel,0.5002294956405433,0.5056170134815722,867,0.5002294956405433,,,
23,klat,43,kp,0.4833014307931598,0.5084349773230873,1054,0.4833014307931598,,,
23,klat,43,magnetic_susceptibility,-0.05174958160495757,0.39134190477618375,20,-0.05174958160495757,6000.0,,
23,klat,43,zt,0.4170298459110452,0.5744871242561441,780,0.4170298459110452,234000.0,,
23,klat,43,power_factor,0.45230628440581844,0.5714625358758797,807,0.45230628440581844,242100.0,,
23,klat,43,thermal_conductivity,0.5015488689953308,0.5240938453346374,948,0.5015488689953308,284400.0,,
23,klat,43,electrical_resistivity,0.011107039881425473,0.464418122831506,1120,0.011107039881425473,336000.0,,
23,klat,43,dos_density,0.4121768955504741,0.14170440941918416,1736,0.4121768955504741,520800.0,,
23,klat,43,seebeck,0.40430201083403794,0.5459112200817557,1888,0.40430201083403794,566400.0,,
23,klat,43,formation_energy,0.9396860509157997,0.18644412883564354,5414,0.9396860509157997,,,
23,klat,43,magnetic_moment,0.23391188868386126,0.7139807311427931,200,0.23391188868386126,,,
23,klat,43,tc,0.6715845611885181,0.39528718698704657,1640,0.6715845611885181,,,
23,klat,43,klat,0.6098535008764532,0.45726340035002017,1054,0.6098535008764532,,,
24,material_type,37,density,0.9665291502362556,0.13487666909614648,5414,0.9665291502362556,,,
24,material_type,37,efermi,0.8686835438470311,0.26120874696507734,5412,0.8686835438470311,,,
24,material_type,37,final_energy,0.44276793873981446,0.5324665445461464,5414,0.44276793873981446,,,
24,material_type,37,total_magnetization,0.548668347803688,0.45311034515128473,5414,0.548668347803688,,,
24,material_type,37,volume,0.35162591441028446,0.6577744825670263,5414,0.35162591441028446,,,
24,material_type,37,dielectric_total,0.53975698809659,0.49409197689526096,816,0.53975698809659,,,
24,material_type,37,dielectric_ionic,0.43580230643516693,0.5557826791960722,816,0.43580230643516693,,,
24,material_type,37,dielectric_electronic,0.7940466149789752,0.2733131282389915,816,0.7940466149789752,,,
24,material_type,37,magnetization,0.5965316496530759,0.4501338568489522,245,0.5965316496530759,,,
24,material_type,37,curie,0.6153121710381391,0.4432009922326434,1431,0.6153121710381391,,,
24,material_type,37,neel,0.4869251183373371,0.5257114532623606,867,0.4869251183373371,,,
24,material_type,37,kp,0.5207065927070922,0.5024253335127704,1054,0.5207065927070922,,,
