step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
24,material_type,46,neel,0.5936806785033366,0.4600222482858911,867,0.5936806785033366,,,
24,material_type,46,kp,0.5569350457368953,0.49678767778388183,1054,0.5569350457368953,,,
24,material_type,46,magnetic_susceptibility,-0.0726596655449454,0.3549114719391224,20,-0.0726596655449454,6000.0,,
24,material_type,46,zt,0.5842685183353626,0.48233990880921324,780,0.5842685183353626,234000.0,,
24,material_type,46,power_factor,0.5896471735829503,0.49464486188056206,807,0.5896471735829503,242100.0,,
24,material_type,46,thermal_conductivity,0.5598016980705713,0.4803429614151496,948,0.5598016980705713,284400.0,,
24,material_type,46,electrical_resistivity,0.04623369965056656,0.4288791317726756,1120,0.04623369965056656,336000.0,,
24,material_type,46,dos_density,0.4523576219323272,0.1341382886338553,1736,0.4523576219323272,520800.0,,
24,material_type,46,seebeck,0.4695443501126597,0.4959141820668871,1888,0.4695443501126597,566400.0,,
24,material_type,46,formation_energy,0.9296335280105414,0.2042048603133997,5414,0.9296335280105414,,,
24,material_type,46,magnetic_moment,0.5278874098759017,0.5500356270030357,200,0.5278874098759017,,,
24,material_type,46,tc,0.6930337834452434,0.3919383952242117,1640,0.6930337834452434,,,
24,material_type,46,klat,0.5708512632626923,0.47462153696445125,1054,0.5708512632626923,,,
24,material_type,46,material_type,,,7824,0.9837678936605317,,0.9837678936605317,0.4751508624465548
