step,new_task,epochs_run,task,r2,mae,samples,primary,points,accuracy,macro_f1
13,magnetic_susceptibility,23,kp,0.3456873419202484,0.5716188524088542,1045,0.3456873419202484,,,
13,magnetic_susceptibility,23,magnetic_susceptibility,0.18199513885345708,0.43453675250448565,20,0.18199513885345708,6000.0,,
14,zt,38,density,0.958881786818467,0.1521814775074349,5386,0.958881786818467,,,
14,zt,38,efermi,0.8492732653609976,0.28913787000441815,5384,0.8492732653609976,,,
14,zt,38,final_energy,0.3531691620457298,0.6220642784277088,5386,0.3531691620457298,,,
14,zt,38,total_magnetization,0.4614449380980644,0.4900775237133633,5386,0.4614449380980644,,,
14,zt,38,volume,0.31343610728030724,0.6745454583926356,5386,0.31343610728030724,,,
14,zt,38,dielectric_total,0.48290030550474194,0.5235964221645769,815,0.48290030550474194,,,
14,zt,38,dielectric_ionic,0.36476042369483475,0.6048705806154675,815,0.36476042369483475,,,
14,zt,38,dielectric_electronic,0.7526259626056289,0.3063675372592454,815,0.7526259626056289,,,
14,zt,38,magnetization,0.46571025670529864,0.5337336943298687,244,0.46571025670529864,,,
14,zt,38,curie,0.5364065000479759,0.5064396285941768,1424,0.5364065000479759,,,
14,zt,38,neel,0.4398052243578713,0.5622242248675279,857,0.4398052243578713,,,
14,zt,38,kp,0.4428418122715281,0.5530862770253548,1045,0.4428418122715281,,,
14,zt,38,magnetic_susceptibility,-0.06983798450102086,0.5363484377006068,20,-0.06983798450102086,6000.0,,
14,zt,38,zt,0.6135834358982979,0.47219580318864274,774,0.6135834358982979,232200.0,,
15,power_factor,26,density,0.9555222261056051,0.15934438249786712,5386,0.9555222261056051,,,
15,power_factor,26,efermi,0.8524019275115107,0.2822897854968253,5384,0.8524019275115107,,,
15,power_factor,26,final_energy,0.34085913670507995,0.6123393953974039,5386,0.34085913670507995,,,
15,power_factor,26,total_magnetization,0.43909841360204116,0.489646134217505,5386,0.43909841360204116,,,
15,power_factor,26,volume,0.29623406243907124,0.685861259352446,5386,0.29623406243907124,,,
15,power_factor,26,dielectric_total,0.441058654326939,0.5640218762250471,815,0.441058654326939,,,
15,power_factor,26,dielectric_ionic,0.29834980328268823,0.6340164568216503,815,0.29834980328268823,,,
15,power_factor,26,dielectric_electronic,0.7517593156417145,0.2975492296101143,815,0.7517593156417145,,,
15,power_factor,26,magnetization,0.4110408199431024,0.5665607963214138,244,0.4110408199431024,,,
15,power_factor,26,curie,0.5138602926319575,0.5108151420296391,1424,0.5138602926319575,,,
15,power_factor,26,neel,0.4272067736220905,0.5626054867797904,857,0.4272067736220905,,,
15,power_factor,26,kp,0.32667494918325324,0.5922864684873044,1045,0.32667494918325324,,,
15,power_factor,26,magnetic_susceptibility,-0.41148027501698037,0.7721965704778466,20,-0.41148027501698037,6000.0,,
15,power_factor,26,zt,0.37309498579785794,0.6012327830656242,774,0.37309498579785794,232200.0,,
15,power_factor,26,power_factor,0.6050723738470942,0.49410820377067044,802,0.6050723738470942,240600.0,,
16,thermal_conductivity,26,density,0.9585897733314057,0.15374407406449564,5386,0.9585897733314057,,,
16,thermal_conductivity,26,efermi,0.8490944415733346,0.2838272197103963,5384,0.8490944415733346,,,
16,thermal_conductivity,26,final_energy,0.3130666398395465,0.6210203123181106,5386,0.3130666398395465,,,
16,thermal_conductivity,26,total_magnetization,0.3891518641369832,0.5131790136442235,5386,0.3891518641369832,,,
16,thermal_conductivity,26,volume,0.29121488795326433,0.6872436872132355,5386,0.29121488795326433,,,
16,thermal_conductivity,26,dielectric_total,0.4724380334491285,0.5503467997069524,815,0.4724380334491285,,,
16,thermal_conductivity,26,dielectric_ionic,0.2804826122398061,0.6381442442492252,815,0.2804826122398061,,,
16,thermal_conductivity,26,dielectric_electronic,0.7358879511496066,0.3222449827882182,815,0.7358879511496066,,,
16,thermal_conductivity,26,magnetization,0.5067554213754231,0.5054107151331593,244,0.5067554213754231,,,
16,thermal_conductivity,26,curie,0.4483379004917507,0.5726253761494761,1424,0.4483379004917507,,,
16,thermal_conductivity,26,neel,0.32970227351834847,0.6083992791753056,857,0.32970227351834847,,,
16,thermal_conductivity,26,kp,0.3734932744319135,0.5881407672849073,1045,0.3734932744319135,,,
16,thermal_conductivity,26,magnetic_susceptibility,-0.19240718449175676,0.5735199930040672,20,-0.19240718449175676,6000.0,,
16,thermal_conductivity,26,zt,0.366354802761909,0.6230299288194107,774,0.366354802761909,232200.0,,
16,thermal_conductivity,26,power_factor,0.45008767396676186,0.5907119808380088,802,0.45008767396676186,240600.0,,
16,thermal_conductivity,26,thermal_conductivity,0.6195439290571779,0.4468979036307899,937,0.6195439290571779,281100.0,,
17,electrical_resistivity,32,density,0.9538930948088155,0.16295049626303693,5386,0.9538930948088155,,,
17,electrical_resistivity,32,efermi,0.8445744545118746,0.2854375422603146,5384,0.8445744545118746,,,
17,electrical_resistivity,32,final_energy,0.3378894882196457,0.6041921573232042,5386,0.3378894882196457,,,
17,electrical_resistivity,32,total_magnetization,0.45199081206363667,0.5133871920613202,5386,0.45199081206363667,,,
17,electrical_resistivity,32,volume,0.30032349188026053,0.6803336361305399,5386,0.30032349188026053,,,
17,electrical_resistivity,32,dielectric_total,0.35253848832631374,0.5912748139065449,815,0.35253848832631374,,,
17,electrical_resistivity,32,dielectric_ionic,0.1750056747859139,0.6712703507302786,815,0.1750056747859139,,,
17,electrical_resistivity,32,dielectric_electronic,0.7097008246886437,0.3314861129253395,815,0.7097008246886437,,,
17,electrical_resistivity,32,magnetization,0.3610099650963263,0.5986015297212205,244,0.3610099650963263,,,
17,electrical_resistivity,32,curie,0.48027131010940316,0.5544884015464971,1424,0.48027131010940316,,,
17,electrical_resistivity,32,neel,0.36556765194750107,0.5971295150142876,857,0.36556765194750107,,,
17,electrical_resistivity,32,kp,0.38106420241911676,0.5902079694553487,1045,0.38106420241911676,,,
17,electrical_resistivity,32,magnetic_susceptibility,-0.09631878021298834,0.5151495083230574,20,-0.09631878021298834,6000.0,,
17,electrical_resistivity,32,zt,0.37152310338893735,0.6028130042618157,774,0.37152310338893735,232200.0,,
17,electrical_resistivity,32,power_factor,0.42225856170951903,0.5860552307887787,802,0.42225856170951903,240600.0,,
17,electrical_resistivity,32,thermal_conductivity,0.3632490161686589,0.5965700296796123,937,0.3632490161686589,281100.0,,
17,electrical_resistivity,32,electrical_resistivity,0.1531213266421637,0.41260847935394745,1105,0.1531213266421637,331500.0,,
18,dos_density,26,density,0.9464699542893348,0.17272328364329706,5386,0.9464699542893348,,,
18,dos_density,26,efermi,0.8388640887536858,0.296648338715674,5384,0.8388640887536858,,,
18,dos_density,26,final_energy,0.321399199232982,0.6303175345355214,5386,0.321399199232982,,,
18,dos_density,26,total_magnetization,0.4207679234399726,0.5136236013312775,5386,0.4207679234399726,,,
18,dos_density,26,volume,0.2777979515199658,0.6894807788616337,5386,0.2777979515199658,,,
18,dos_density,26,dielectric_total,0.34064375882636344,0.5773851904774508,815,0.34064375882636344,,,
18,dos_density,26,dielectric_ionic,0.263969682610129,0.6470431685384491,815,0.263969682610129,,,
18,dos_density,26,dielectric_electronic,0.6445864555107503,0.3727666502348908,815,0.6445864555107503,,,
18,dos_density,26,magnetization,0.37052902233714113,0.5602542293081495,244,0.37052902233714113,,,
18,dos_density,26,curie,0.5152317769275501,0.5217080245785253,1424,0.5152317769275501,,,
18,dos_density,26,neel,0.3964421266272695,0.5749249138315747,857,0.3964421266272695,,,
18,dos_density,26,kp,0.3157364508559378,0.6009725962140261,1045,0.3157364508559378,,,
18,dos_density,26,magnetic_susceptibility,-0.32095914196217956,0.6008750712168973,20,-0.32095914196217956,6000.0,,
18,dos_density,26,zt,0.36530987286283834,0.6055273021690721,774,0.36530987286283834,232200.0,,
18,dos_density,26,power_factor,0.37056012677209793,0.6211914302774664,802,0.37056012677209793,240600.0,,
18,dos_density,26,thermal_conductivity,0.3381347816077023,0.6050627955276041,937,0.3381347816077023,281100.0,,
18,dos_density,26,electrical_resistivity,0.022898706138894998,0.5036780342204007,1105,0.022898706138894998,331500.0,,
18,dos_density,26,dos_density,0.4769836794000294,0.1327001104796688,1714,0.4769836794000294,514200.0,,
19,seebeck,28,density,0.9503547326553865,0.16875964923874637,5386,0.9503547326553865,,,
19,seebeck,28,efermi,0.8455887450639754,0.2885983282723864,5384,0.8455887450639754,,,
19,seebeck,28,final_energy,0.25011968921918026,0.6407059151998833,5386,0.25011968921918026,,,
19,seebeck,28,total_magnetization,0.4336369524456247,0.49528615634925544,5386,0.4336369524456247,,,
19,seebeck,28,volume,0.2928714650255374,0.681869373034374,5386,0.2928714650255374,,,
19,seebeck,28,dielectric_total,0.45211808407961696,0.5393726605986028,815,0.45211808407961696,,,
19,seebeck,28,dielectric_ionic,0.18413723029626228,0.6725722891857803,815,0.18413723029626228,,,
19,seebeck,28,dielectric_electronic,0.6476700395349166,0.3546177137362537,815,0.6476700395349166,,,
19,seebeck,28,magnetization,0.4315512172239143,0.5448416487612803,244,0.4315512172239143,,,
19,seebeck,28,curie,0.48874609102364164,0.5292674066223402,1424,0.48874609102364164,,,
19,seebeck,28,neel,0.3955243140199486,0.5818206317220412,857,0.3955243140199486,,,
19,seebeck,28,kp,0.2142955462164413,0.6170237879263352,1045,0.2142955462164413,,,
19,seebeck,28,magnetic_susceptibility,-0.47119443280930673,0.7912788366402209,20,-0.47119443280930673,6000.0,,
19,seebeck,28,zt,0.33538465480089574,0.6144671199542069,774,0.33538465480089574,232200.0,,
19,seebeck,28,power_factor,0.42607626938517706,0.5730726001323504,802,0.42607626938517706,240600.0,,
19,seebeck,28,thermal_conductivity,0.37797987861084004,0.5922631762513852,937,0.37797987861084004,281100.0,,
19,seebeck,28,electrical_resistivity,-0.037515405187265705,0.4308116857847222,1105,-0.037515405187265705,331500.0,,
19,seebeck,28,dos_density,0.34326410635706184,0.15252251041705633,1714,0.34326410635706184,514200.0,,
19,seebeck,28,seebeck,0.558105625388819,0.44632213568943635,1856,0.558105625388819,556800.0,,
20,formation_energy,49,density,0.9597777602388643,0.14968256274506442,5386,0.9597777602388643,,,
20,formation_energy,49,efermi,0.8527676000646138,0.27800755928295956,5384,0.8527676000646138,,,
20,formation_energy,49,final_energy,0.33486913522394024,0.6167072874345951,5386,0.33486913522394024,,,
20,formation_energy,49,total_magnetization,0.4164995003002644,0.5082954186399143,5386,0.4164995003002644,,,
20,formation_energy,49,volume,0.28359389921867395,0.6792502179275848,5386,0.28359389921867395,,,
20,formation_energy,49,dielectric_total,0.4097785334882059,0.5664468888633897,815,0.4097785334882059,,,
20,formation_energy,49,dielectric_ionic,0.15971819272970833,0.6817384758127694,815,0.15971819272970833,,,
20,formation_energy,49,dielectric_electronic,0.6785886636190778,0.3549916417264527,815,0.6785886636190778,,,
20,formation_energy,49,magnetization,0.4443084461785771,0.5336562348473214,244,0.4443084461785771,,,
20,formation_energy,49,curie,0.516196233703458,0.5057640641557829,1424,0.516196233703458,,,
20,formation_energy,49,neel,0.4623451878390248,0.5506682116577319,857,0.4623451878390248,,,
20,formation_energy,49,kp,0.38716604100472374,0.5594392279452266,1045,0.38716604100472374,,,
20,formation_energy,49,magnetic_susceptibility,-0.22206387403730243,0.5169244360953889,20,-0.22206387403730243,6000.0,,
20,formation_energy,49,zt,0.32361091131906794,0.6280888991843889,774,0.32361091131906794,232200.0,,
20,formation_energy,49,power_factor,0.3859274922087682,0.631677222926749,802,0.3859274922087682,240600.0,,
20,formation_energy,49,thermal_conductivity,0.39452963358916027,0.5696946897381953,937,0.39452963358916027,281100.0,,
20,formation_energy,49,electrical_resistivity,-0.07102121842451359,0.4512354833371733,1105,-0.07102121842451359,331500.0,,
20,formation_energy,49,dos_density,0.3141719026788139,0.15497448115067608,1714,0.3141719026788139,514200.0,,
20,formation_energy,49,seebeck,0.24956917963120362,0.6142532842964864,1856,0.24956917963120362,556800.0,,
20,formation_energy,49,formation_energy,0.9509467122137601,0.16611221355954978,5386,0.9509467122137601,,,
21,magnetic_moment,37,density,0.9566742886614303,0.15686723425196042,5386,0.9566742886614303,,,
21,magnetic_moment,37,efermi,0.8510064801474542,0.28429566592254546,5384,0.8510064801474542,,,
21,magnetic_moment,37,final_energy,0.3384333630348927,0.6346401808065493,5386,0.3384333630348927,,,
21,magnetic_moment,37,total_magnetization,0.4375013812368108,0.5265961933751029,5386,0.4375013812368108,,,
21,magnetic_moment,37,volume,0.26154480327909957,0.6958090569392784,5386,0.26154480327909957,,,
21,magnetic_moment,37,dielectric_total,0.4318669019835535,0.5456507836770649,815,0.4318669019835535,,,
21,magnetic_moment,37,dielectric_ionic,0.3393043259963857,0.6184876221646746,815,0.3393043259963857,,,
21,magnetic_moment,37,dielectric_electronic,0.7585666219837943,0.31098292044185616,815,0.7585666219837943,,,
21,magnetic_moment,37,magnetization,0.41693397022824463,0.5616770443150909,244,0.41693397022824463,,,
21,magnetic_moment,37,curie,0.5573674268995162,0.4871707797863791,1424,0.5573674268995162,,,
21,magnetic_moment,37,neel,0.4455506643884132,0.5447519810905966,857,0.4455506643884132,,,
21,magnetic_moment,37,kp,0.37186951753674,0.5754141972142902,1045,0.37186951753674,,,
21,magnetic_moment,37,magnetic_susceptibility,-0.11728915187022149,0.45520792642885544,20,-0.11728915187022149,6000.0,,
21,magnetic_moment,37,zt,0.37380951173104693,0.5793474107041394,774,0.37380951173104693,232200.0,,
21,magnetic_moment,37,power_factor,0.34009371814780875,0.642952053919447,802,0.34009371814780875,240600.0,,
21,magnetic_moment,37,thermal_conductivity,0.322034147346838,0.6001815341086558,937,0.322034147346838,281100.0,,
21,magnetic_moment,37,electrical_resistivity,-0.11316957986101417,0.5769128179131813,1105,-0.11316957986101417,331500.0,,
21,magnetic_moment,37,dos_density,0.351659531276428,0.1471280601393572,1714,0.351659531276428,514200.0,,
21,magnetic_moment,37,seebeck,0.2572577696484959,0.62303756363837,1856,0.2572577696484959,556800.0,,
21,magnetic_moment,37,formation_energy,0.9173352622921055,0.21415390776298146,5386,0.9173352622921055,,,
21,magnetic_moment,37,magnetic_moment,0.47485307544903765,0.5810704541123011,200,0.47485307544903765,,,
22,tc,33,density,0.9547313951704423,0.16117433648360122,5414,0.9547313951704423,,,
22,tc,33,efermi,0.8510543112124166,0.283585127146987,5412,0.8510543112124166,,,
22,tc,33,final_energy,0.32339639868102776,0.6203360556969634,5414,0.32339639868102776,,,
22,tc,33,total_magnetization,0.4495347321242126,0.49696402448269894,5414,0.4495347321242126,,,
22,tc,33,volume,0.3067856910901704,0.6844090674206285,5414,0.3067856910901704,,,
22,tc,33,dielectric_total,0.37563391198923946,0.5651421187006247,816,0.37563391198923946,,,
22,tc,33,dielectric_ionic,0.2288948675989445,0.6763540295388272,816,0.2288948675989445,,,
22,tc,33,dielectric_electronic,0.715960555287086,0.33714753279700005,816,0.715960555287086,,,
22,tc,33,magnetization,-0.031663288380972876,0.7004906815723466,245,-0.031663288380972876,,,
22,tc,33,curie,0.5488638751071739,0.47987783721715255,1431,0.5488638751071739,,,
22,tc,33,neel,0.4807796074837801,0.5466053448487314,867,0.4807796074837801,,,
22,tc,33,kp,0.3518282122545784,0.5761496881771081,1054,0.3518282122545784,,,
22,tc,33,magnetic_susceptibility,-0.16370606665995835,0.588041373814558,20,-0.16370606665995835,6000.0,,
22,tc,33,zt,0.4130329475311838,0.5899777165829194,780,0.4130329475311838,234000.0,,
22,tc,33,power_factor,0.2757432498613285,0.6522123619881696,807,0.2757432498613285,242100.0,,
22,tc,33,thermal_conductivity,0.3289150497816955,0.5949513172995916,948,0.3289150497816955,284400.0,,
22,tc,33,electrical_resistivity,-0.20996735813571354,0.5740779400704231,1120,-0.20996735813571354,336000.0,,
22,tc,33,dos_density,0.35758543675850263,0.14818155558513665,1736,0.35758543675850263,520800.0,,
22,tc,33,seebeck,0.3430483429487903,0.5676743622613635,1888,0.3430483429487903,566400.0,,
22,tc,33,formation_energy,0.9149375132374619,0.21724615250890356,5414,0.9149375132374619,,,
22,tc,33,magnetic_moment,0.2587921284561988,0.697436163576172,200,0.2587921284561988,,,
22,tc,33,tc,0.721362431086056,0.3751806822281887,1640,0.721362431086056,,,
23,klat,42,density,0.9606172625306082,0.14802611592981557,5414,0.9606172625306082,,,
23,klat,42,efermi,0.8564246839057931,0.2793211233153119,5412,0.8564246839057931,,,
23,klat,42,final_energy,0.3626250089937515,0.6042061021297903,5414,0.3626250089937515,,,
23,klat,42,total_magnetization,0.4893832103787771,0.48929525011859326,5414,0.4893832103787771,,,
23,klat,42,volume,0.2811768461653622,0.6961766475759432,5414,0.2811768461653622,,,
23,klat,42,dielectric_total,0.4476699908401708,0.5543704519533662,816,0.4476699908401708,,,
23,klat,42,dielectric_ionic,0.13773195967483765,0.7065898111136458,816,0.13773195967483765,,,
23,klat,42,dielectric_electronic,0.7368353222128671,0.32429818206939676,816,0.7368353222128671,,,
23,klat,42,magnetization,0.45837516911927934,0.533469136085335,245,0.45837516911927934,,,
23,klat,42,curie,0.5827877134290467,0.465246321548104,1431,0.5827877134290467,,,
23,klat,42,neel,0.4443695519001799,0.5309765207234475,867,0.4443695519001799,,,
23,klat,42,kp,0.42986836574881904,0.5508879851720135,1054,0.42986836574881904,,,
23,klat,42,magnetic_susceptibility,-0.130138542643762,0.5693092408263751,20,-0.130138542643762,6000.0,,
23,klat,42,zt,0.3525015071899137,0.597639449218728,780,0.3525015071899137,234000.0,,
23,klat,42,power_factor,0.4277489707308906,0.5941280307982375,807,0.4277489707308906,242100.0,,
23,klat,42,thermal_conductivity,0.3818402165781404,0.5690611878183554,948,0.3818402165781404,284400.0,,
23,klat,42,electrical_resistivity,-0.05935062729816343,0.5086586712937566,1120,-0.05935062729816343,336000.0,,
23,klat,42,dos_density,0.35366210073960913,0.14643256576768907,1736,0.35366210073960913,520800.0,,
23,klat,42,seebeck,0.3168672143053617,0.5675524365717262,1888,0.3168672143053617,566400.0,,
23,klat,42,formation_energy,0.9272666889668247,0.19987900226729532,5414,0.9272666889668247,,,
23,klat,42,magnetic_moment,0.15931803702632508,0.7250915696263607,200,0.15931803702632508,,,
23,klat,42,tc,0.6785368722839367,0.3886922551096911,1640,0.6785368722839367,,,
23,klat,42,klat,0.615420790337158,0.4561365316108034,1054,0.615420790337158,,,
24,material_type,39,density,0.9579132641637645,0.15565304687053366,5414,0.9579132641637645,,,
24,material_type,39,efermi,0.854411714290136,0.2795217079554701,5412,0.854411714290136,,,
24,material_type,39,final_energy,0.354062700927525,0.612876380932697,5414,0.354062700927525,,,
24,material_type,39,total_magnetization,0.506278137714495,0.45468940641832295,5414,0.506278137714495,,,
24,material_type,39,volume,0.3248317946615644,0.6696243552076034,5414,0.3248317946615644,,,
24,material_type,39,dielectric_total,0.36150444978792107,0.6045537257814192,816,0.36150444978792107,,,
24,material_type,39,dielectric_ionic,0.30870858772239695,0.6391400613339178,816,0.30870858772239695,,,
24,material_type,39,dielectric_electronic,0.7225208677556526,0.31886202096460453,816,0.7225208677556526,,,
24,material_type,39,magnetization,0.41520936129063923,0.5427270637952211,245,0.41520936129063923,,,
24,material_type,39,curie,0.5647685770370576,0.46988769330746133,1431,0.5647685770370576,,,
24,material_type,39,neel,0.4672950684972611,0.5447994958665013,867,0.4672950684972611,,,
24,material_type,39,kp,0.39527671712507495,0.5589048233204625,1054,0.39527671712507495,,,
